[2026-09-18 19:31:19]	[EmigProbe] shell attached 
[2026-09-18 19:31:20]	[EmigProbe] shell query complete 
[2026-09-18 19:31:21]	[EmigProbe] shell found AugustusExp66.Civ7Save turn 66 age AGE_EXPLORATION missingMods=0 unowned=0 
[2026-09-18 19:31:21]	[EmigProbe] shell handleLoadSave returned true 
[2026-09-18 19:31:39]	[EmigTest] modtest153 attached 
[2026-09-18 19:31:54]	[EmigTest] modtest153 run local=0 turn=66 interval=99999 
[2026-09-18 19:32:00]	[EmigTest] COMP city components ["BuildQueue","Combat","Constructibles","Culture","Districts","FoodQueue","Gold","Growth","Happiness","Modifiers","Production","Religion","Resources","Trade","TurnManager","Workers","Yields"] 
[2026-09-18 19:32:00]	[EmigTest] COMP FoodQueue fns ["IsQueued","addProgress","completeProduction","front","getConstructionLocation","getItemFoodCost","getPercentComplete","getProgress","getQueue","getTurnsLeft","getUnitFoodCost","hasBeenPlaced","hasProgress","numEntries"] BuildQueue fns ["addProgress","completeProduction","front","getOrderTypeName","getPercentComplete","getProductionKindName","getProductionTypeName","getProgress","getProgressItemOfInstance","getProgressItems","getProgressItemsOfKind","getProgressItemsOfType","getQueue","getQueuedConstructibleRemovals","getQueuedPositionOfInstance","getQueuedPositionOfType","getTurnsLeft","hasBeenPlaced","hasProgress","isQueued","numEntries"] 
[2026-09-18 19:32:00]	[EmigTest] CULT CALL grantYield(CULTURE,-100) civic={"node":176430341,"progress":996,"turnsLeft":2} 
[2026-09-18 19:32:03]	[EmigTest] CULT -100 before={"node":176430341,"progress":996,"turnsLeft":2} now={"node":176430341,"progress":996,"turnsLeft":2} +3s={"node":176430341,"progress":996,"turnsLeft":1} 
[2026-09-18 19:32:03]	[EmigTest] CULT CALL grantYield(CULTURE,+100) (restore) 
[2026-09-18 19:32:05]	[EmigTest] CULT +100 restore now={"node":176430341,"progress":1096,"turnsLeft":1} 
[2026-09-18 19:32:05]	[EmigTest] SCI CALL grantYield(SCIENCE,-100) tech={"node":-41340878,"progress":1033,"turnsLeft":4} 
[2026-09-18 19:32:13]	[EmigTest] SCI -100 before={"node":-41340878,"progress":1033,"turnsLeft":4} now={"node":-41340878,"progress":1033,"turnsLeft":4} +3s={"node":-41340878,"progress":1033,"turnsLeft":4} +8s={"node":-41340878,"progress":1033,"turnsLeft":4} 
[2026-09-18 19:32:15]	[EmigTest] SCI +100 restore now={"node":-41340878,"progress":1033,"turnsLeft":4} 
[2026-09-18 19:32:15]	[EmigTest] FOOD own CALL FoodQueue.addProgress(50) on London (owner 0) 
[2026-09-18 19:32:18]	[EmigTest] FOOD own FoodQueue 50 -> null before={"name":"London","owner":0,"food":10.83,"net":57,"turns":29,"pop":36,"fq":"IsQueued,addProgress,completeProduction,front,getConstructionLocation,getItemFoodCost,getPercentComplete,getProgress,getQueue,getTurnsLeft,getUnitFoodCost,hasBeenPlaced,hasProgress,numEntries"} now={"name":"London","owner":0,"food":10.83,"net":57,"turns":29,"pop":36,"fq":"IsQueued,addProgress,completeProduction,front,getConstructionLocation,getItemFoodCost,getPercentComplete,getProgress,getQueue,getTurnsLeft,getUnitFoodCost,hasBeenPlaced,hasProgress,numEntries"} +3s={"name":"London","owner":0,"food":10.83,"net":57,"turns":29,"pop":36,"fq":"IsQueued,addProgress,completeProduction,front,getConstructionLocation,getItemFoodCost,getPercentComplete,getProgress,getQueue,getTurnsLeft,getUnitFoodCost,hasBeenPlaced,hasProgress,numEntries"} 
[2026-09-18 19:32:18]	[EmigTest] FOOD own CALL FoodQueue.addProgress(-50) on London (owner 0) 
[2026-09-18 19:32:21]	[EmigTest] FOOD own FoodQueue -50 -> null before={"name":"London","owner":0,"food":10.83,"net":57,"turns":29,"pop":36,"fq":"IsQueued,addProgress,completeProduction,front,getConstructionLocation,getItemFoodCost,getPercentComplete,getProgress,getQueue,getTurnsLeft,getUnitFoodCost,hasBeenPlaced,hasProgress,numEntries"} now={"name":"London","owner":0,"food":10.83,"net":57,"turns":29,"pop":36,"fq":"IsQueued,addProgress,completeProduction,front,getConstructionLocation,getItemFoodCost,getPercentComplete,getProgress,getQueue,getTurnsLeft,getUnitFoodCost,hasBeenPlaced,hasProgress,numEntries"} +3s={"name":"London","owner":0,"food":10.83,"net":59,"turns":28,"pop":36,"fq":"IsQueued,addProgress,completeProduction,front,getConstructionLocation,getItemFoodCost,getPercentComplete,getProgress,getQueue,getTurnsLeft,getUnitFoodCost,hasBeenPlaced,hasProgress,numEntries"} 
[2026-09-18 19:32:21]	[EmigTest] FOOD foreign CALL FoodQueue.addProgress(50) on Paris (owner 4) 
[2026-09-18 19:32:24]	[EmigTest] FOOD foreign FoodQueue 50 -> null before={"name":"Paris","owner":4,"food":1910.25,"net":92.99,"turns":3,"pop":36,"fq":"IsQueued,addProgress,completeProduction,front,getConstructionLocation,getItemFoodCost,getPercentComplete,getProgress,getQueue,getTurnsLeft,getUnitFoodCost,hasBeenPlaced,hasProgress,numEntries"} now={"name":"Paris","owner":4,"food":1910.25,"net":92.99,"turns":3,"pop":36,"fq":"IsQueued,addProgress,completeProduction,front,getConstructionLocation,getItemFoodCost,getPercentComplete,getProgress,getQueue,getTurnsLeft,getUnitFoodCost,hasBeenPlaced,hasProgress,numEntries"} +3s={"name":"Paris","owner":4,"food":1910.25,"net":92.99,"turns":3,"pop":36,"fq":"IsQueued,addProgress,completeProduction,front,getConstructionLocation,getItemFoodCost,getPercentComplete,getProgress,getQueue,getTurnsLeft,getUnitFoodCost,hasBeenPlaced,hasProgress,numEntries"} 
[2026-09-18 19:32:24]	[EmigTest] FOOD foreign CALL FoodQueue.addProgress(-50) on Paris (owner 4) 
