[2026-09-16 06:32:44]	[EmigProbe] shell attached 
[2026-09-16 06:32:45]	[EmigProbe] shell query complete 
[2026-09-16 06:32:45]	[EmigProbe] shell found AugustusExp66.Civ7Save turn 66 age AGE_EXPLORATION missingMods=0 unowned=0 
[2026-09-16 06:32:45]	[EmigProbe] shell handleLoadSave returned true 
[2026-09-16 06:33:03]	[EmigTest] modtest95 attached 
[2026-09-16 06:33:18]	[EmigTest] modtest95 start 
[2026-09-16 06:33:18]	[EmigTest] A engine loaded civs=50 leaders=45 
[2026-09-16 06:33:18]	[EmigTest] A ROSTER civs engine=47 missingFromMod=[] inModNotEngine=["CIVILIZATION_BABYLON","CIVILIZATION_ENGLAND","CIVILIZATION_GAUL"] 
[2026-09-16 06:33:18]	[EmigTest] A ROSTER leaders engine=36 missingFromMod=[] inModNotEngine=["LEADER_ELIZABETH","LEADER_WASHINGTON"] 
[2026-09-16 06:33:18]	[EmigTest] A engine has CIVILIZATION_OTTOMANS=true modRoster=true 
[2026-09-16 06:33:18]	[EmigTest] A engine has CIVILIZATION_ENGLAND=false modRoster=true 
[2026-09-16 06:33:18]	[EmigTest] A engine has CIVILIZATION_BABYLON=false modRoster=true 
[2026-09-16 06:33:18]	[EmigTest] A engine has LEADER_WASHINGTON=false modRoster=true 
[2026-09-16 06:33:18]	[EmigTest] A engine has LEADER_ELIZABETH=false modRoster=true 
[2026-09-16 06:33:18]	[EmigTest] A engine has LEADER_GILGAMESH=true modRoster=true 
[2026-09-16 06:33:18]	[EmigTest] A engine has LEADER_XERXES_ALT=true modRoster=true 
[2026-09-16 06:33:18]	[EmigTest] B OTTOMANS_A loaded=true OTTOMANS_B=true old singular OTTOMAN_A=false 
[2026-09-16 06:33:18]	[EmigTest] B enclaveTypeFor(OTTOMANS,a)="IMPROVEMENT_EMIG_ENCLAVE_OTTOMANS_A" 
[2026-09-16 06:33:18]	[EmigTest] C CIVILIZATION_BABYLON enclave=IMPROVEMENT_EMIG_ENCLAVE_BABYLON_A loaded=true quarterRow=yes 
[2026-09-16 06:33:18]	[EmigTest] C CIVILIZATION_ENGLAND enclave=IMPROVEMENT_EMIG_ENCLAVE_ENGLAND_A loaded=true quarterRow=yes 
[2026-09-16 06:33:18]	[EmigTest] C CIVILIZATION_GAUL enclave=IMPROVEMENT_EMIG_ENCLAVE_GAUL_A loaded=true quarterRow=yes 
[2026-09-16 06:33:18]	[EmigTest] C CIVILIZATION_GORYEO enclave=IMPROVEMENT_EMIG_ENCLAVE_GORYEO_A loaded=true quarterRow=yes 
[2026-09-16 06:33:18]	[EmigTest] C CIVILIZATION_JOSEON enclave=IMPROVEMENT_EMIG_ENCLAVE_JOSEON_A loaded=true quarterRow=yes 
[2026-09-16 06:33:18]	[EmigTest] D new quarter rows: all composed 
[2026-09-16 06:33:18]	[EmigTest] D LOC_EMIG_QTR_WHY_OTTOMANS_A -> "külliye specialists teach and heal, at public cost" 
[2026-09-16 06:33:18]	[EmigTest] D LOC_EMIG_QTR_Q_OTTOMANS_A -> "\"Halk içinde mu'teber bir nesne yok devlet gibi, olmaya devlet cihanda bir nefes sıhhat gi" 
[2026-09-16 06:33:18]	[EmigTest] D LOC_EMIG_QTR_LABEL_GAUL_A -> "Set their smiths to work" 
[2026-09-16 06:33:18]	[EmigTest] D CIVILIZATION_BABYLON/refugee composed "\"Woe is me, I have been exiled from the city, I can find no rest… I am sitting as if a str" 
[2026-09-16 06:33:18]	[EmigTest] D CIVILIZATION_GORYEO/refugee composed "\"故國荒凉忍可思。不如忘却故憨癡。 (The old country lies desolate — how can I bear to think of it? Better t" 
[2026-09-16 06:33:18]	[EmigTest] D CIVILIZATION_GORYEO/migrant composed "\"扁舟漂泊若爲情。四海誰云盡弟兄。 (Adrift in a little boat — how am I to bear it? Who was it said that wit" 
[2026-09-16 06:33:18]	[EmigTest] D CIVILIZATION_JOSEON/refugee composed "\"有人在田間。望之痛哭曰。國家棄我去。我輩何恃而生也。 (A man out in the fields watched them go, and wept bitterly: t" 
[2026-09-16 06:33:18]	[EmigTest] D CIVILIZATION_ENGLAND/refugee composed "\"…hrēran mid hondum hrīmcealde sǣ, wadan wræclāstas. Wyrd bið ful ārǣd. (…to stir with his" 
[2026-09-16 06:33:18]	[EmigTest] D CIVILIZATION_ENGLAND/migrant composed "\"monað modes lust mæla gehwylce ferð to feran, þæt ic feor heonan elþeodigra eard gesece. " 
[2026-09-16 06:33:18]	[EmigTest] D CIVILIZATION_GAUL/refugee composed "\"…omnibus Gallis idem esse faciendum quod Helvetii fecerint, ut domo emigrent, aliud domic" 
[2026-09-16 06:33:18]	[EmigTest] D CIVILIZATION_GAUL/migrant composed "\"Bellovesum ac Segovesum sororis filios impigros iuvenes missurum se esse in quas di dedis" 
[2026-09-16 06:33:18]	[EmigTest] D CIVILIZATION_NEPAL/migrant composed "\"हातका मैला सुनका थैला, के गर्नु धनले ? साग र सिस्नु खाएको बेस आनन्दी मनले ! (Bags of gold" 
[2026-09-16 06:33:18]	[EmigTest] D CIVILIZATION_OTTOMANS/refugee composed "\"Bu gurbet câna gâyet kâr kıldı / Ki âlemden beni bîzâr kıldı (This exile has wrought so d" 
[2026-09-16 06:33:18]	[EmigTest] D RENDER NEPAL/refugee "\"Tu proverai sì come sa di sale / lo pane altrui, e come è duro calle / lo scendere e 'l salir per l'altrui scale. (Thou" 
[2026-09-16 06:33:18]	[EmigTest] D RENDER NEPAL/migrant "\"Bags of gold are but dirt on the hands — what is wealth for? Better to eat greens and nettles, with a contented heart!\"" 
[2026-09-16 06:33:18]	[EmigTest] D RENDER GORYEO/refugee "\"The old country lies desolate — how can I bear to think of it? Better to forget it, and play the fool on purpose.\" — Yi" 
[2026-09-16 06:33:18]	[EmigTest] D RENDER GORYEO/migrant "\"Adrift in a little boat — how am I to bear it? Who was it said that within the four seas all men are brothers?\" — Yi Je" 
[2026-09-16 06:33:18]	[EmigTest] D RENDER JOSEON/refugee "\"The north wind blows me along like driven snow, south as far as Gangjin, to a house that sells meals.\" — Jeong Yak-yong" 
[2026-09-16 06:33:18]	[EmigTest] D RENDER JOSEON/migrant "\"exul in Normanniam veni, cunctis ignotus neminem cognovi … inter exteros omnem mansuetudinem et familiaritatem reperi (" 
[2026-09-16 06:33:18]	[EmigTest] D RENDER BABYLON/refugee "\"Woe is me, I have been exiled from the city, I can find no rest… I am sitting as if a stranger with head high in a stra" 
[2026-09-16 06:33:18]	[EmigTest] D RENDER BABYLON/migrant "\"exul in Normanniam veni, cunctis ignotus neminem cognovi … inter exteros omnem mansuetudinem et familiaritatem reperi (" 
[2026-09-16 06:33:18]	[EmigTest] D RENDER ENGLAND/refugee "\"…hrēran mid hondum hrīmcealde sǣ, wadan wræclāstas. Wyrd bið ful ārǣd. (…to stir with his hands the rime-cold sea, to t" 
[2026-09-16 06:33:18]	[EmigTest] D RENDER ENGLAND/migrant "\"monað modes lust mæla gehwylce ferð to feran, þæt ic feor heonan elþeodigra eard gesece. (The mind's desire urges my sp" 
[2026-09-16 06:33:18]	[EmigTest] D RENDER GAUL/refugee "\"…omnibus Gallis idem esse faciendum quod Helvetii fecerint, ut domo emigrent, aliud domicilium, alias sedes, remotas a " 
[2026-09-16 06:33:18]	[EmigTest] D RENDER GAUL/migrant "\"Bellovesum ac Segovesum sororis filios impigros iuvenes missurum se esse in quas di dedissent auguriis sedes. (He signi" 
