[2026-09-15 21:16:27]	[EmigProbe] shell attached 
[2026-09-15 21:16:28]	[EmigProbe] shell query complete 
[2026-09-15 21:16:29]	[EmigProbe] shell found AugustusExp66.Civ7Save turn 66 age AGE_EXPLORATION missingMods=0 unowned=0 
[2026-09-15 21:16:29]	[EmigProbe] shell handleLoadSave returned true 
[2026-09-15 21:16:46]	[EmigTest] modtest92 attached control=false 
[2026-09-15 21:17:01]	[EmigTest] SLIDER poach=15 escape=10.5 drain=6 internal=6 
[2026-09-15 21:17:01]	[EmigTest] START control=false {"turn":66,"world":1056,"settlements":76,"topShare":41.2,"minPop":4,"minCity":"Jenne","negGold":0,"resettling":0,"enclaves":0,"candidacies":0,"counters":{"passes":0,"zeroMovePasses":0,"voluntaryMoves":0,"crisisMoves":0,"crisisInternal":0,"crisisCrossCiv":0,"crossCivMoves":0,"returnMoves":0,"attritionTrapped":0,"attritionFleeing":0,"transitRazed":0,"transitCapped":0,"arrivedIntoCrisis":0,"refugeesQueued":0,"refugeesSettled":0},"civs":{"0":{"pop":435,"settlements":29,"gold":804,"resettling":0},"2":{"pop":85,"settlements":6,"gold":362,"resettling":0},"4":{"pop":141,"settlements":8,"gold":500,"resettling":0},"6":{"pop":100,"settlements":8,"gold":2656,"resettling":0},"7":{"pop":91,"settlements":10,"gold":849,"resettling":0},"8":{"pop":119,"settlements":8,"gold":119,"resettling":0},"9":{"pop":85,"settlements":7,"gold":1763,"resettling":0}},"cfg":{"poachBlock":15,"crisisEscapeBonus":10.5,"antiDrainWeight":6,"internalBonus":6,"askRefugees":true,"askMigrants":fals
[2026-09-15 21:21:31]	[EmigTest] T n=10 fallbacks=10 {"turn":76,"world":1085,"settlements":77,"topShare":41.2,"minPop":2,"minCity":"Tarnovo","negGold":0,"resettling":7,"enclaves":0,"candidacies":1,"counters":{"passes":10,"zeroMovePasses":0,"voluntaryMoves":32,"crisisMoves":30,"crisisInternal":0,"crisisCrossCiv":30,"crossCivMoves":35,"returnMoves":0,"attritionTrapped":0,"attritionFleeing":0,"transitRazed":0,"transitCapped":0,"arrivedIntoCrisis":0,"refugeesQueued":18,"refugeesSettled":11},"civs":{"0":{"pop":447,"settlements":29,"gold":6593,"resettling":0},"2":{"pop":72,"settlements":6,"gold":81,"resettling":0},"4":{"pop":147,"settlements":9,"gold":550,"resettling":0},"6":{"pop":104,"settlements":8,"gold":4419,"resettling":0},"7":{"pop":117,"settlements":10,"gold":999,"resettling":7},"8":{"pop":115,"settlements":8,"gold":12,"resettling":0},"9":{"pop":83,"settlements":7,"gold":1134,"resettling":0}},"cfg":{"poachBlock":15,"crisisEscapeBonus":10.5,"antiDrainWeight":6,"internalBonus":6,"askRefugees":true,"askMigra
[2026-09-15 21:25:49]	[EmigTest] T n=20 fallbacks=20 {"turn":86,"world":1121,"settlements":78,"topShare":40.2,"minPop":2,"minCity":"Badin","negGold":0,"resettling":2,"enclaves":1,"candidacies":1,"counters":{"passes":20,"zeroMovePasses":1,"voluntaryMoves":49,"crisisMoves":38,"crisisInternal":0,"crisisCrossCiv":38,"crossCivMoves":45,"returnMoves":0,"attritionTrapped":0,"attritionFleeing":0,"transitRazed":0,"transitCapped":0,"arrivedIntoCrisis":0,"refugeesQueued":28,"refugeesSettled":26},"civs":{"0":{"pop":451,"settlements":29,"gold":13324,"resettling":0},"2":{"pop":76,"settlements":7,"gold":570,"resettling":0},"4":{"pop":151,"settlements":9,"gold":1033,"resettling":0},"6":{"pop":112,"settlements":8,"gold":2783,"resettling":0},"7":{"pop":134,"settlements":10,"gold":765,"resettling":2},"8":{"pop":112,"settlements":8,"gold":60,"resettling":0},"9":{"pop":85,"settlements":7,"gold":266,"resettling":0}},"cfg":{"poachBlock":15,"crisisEscapeBonus":10.5,"antiDrainWeight":6,"internalBonus":6,"askRefugees":true,"askMigra
[2026-09-15 21:30:22]	[EmigTest] T n=30 fallbacks=30 {"turn":96,"world":1151,"settlements":79,"topShare":40.5,"minPop":2,"minCity":"Wyncestre","negGold":0,"resettling":1,"enclaves":0,"candidacies":0,"counters":{"passes":30,"zeroMovePasses":2,"voluntaryMoves":72,"crisisMoves":47,"crisisInternal":1,"crisisCrossCiv":46,"crossCivMoves":56,"returnMoves":1,"attritionTrapped":0,"attritionFleeing":0,"transitRazed":0,"transitCapped":0,"arrivedIntoCrisis":0,"refugeesQueued":29,"refugeesSettled":27},"civs":{"0":{"pop":466,"settlements":29,"gold":21724,"resettling":0},"2":{"pop":76,"settlements":7,"gold":550,"resettling":0},"4":{"pop":154,"settlements":10,"gold":515,"resettling":0},"6":{"pop":117,"settlements":8,"gold":2718,"resettling":0},"7":{"pop":141,"settlements":10,"gold":730,"resettling":1},"8":{"pop":111,"settlements":8,"gold":166,"resettling":0},"9":{"pop":86,"settlements":7,"gold":186,"resettling":0}},"cfg":{"poachBlock":15,"crisisEscapeBonus":10.5,"antiDrainWeight":6,"internalBonus":6,"askRefugees":true,"ask
[2026-09-15 21:30:22]	[EmigTest] FINAL (turns) {"turn":96,"world":1151,"settlements":79,"topShare":40.5,"minPop":2,"minCity":"Wyncestre","negGold":0,"resettling":1,"enclaves":0,"candidacies":0,"counters":{"passes":30,"zeroMovePasses":2,"voluntaryMoves":72,"crisisMoves":47,"crisisInternal":1,"crisisCrossCiv":46,"crossCivMoves":56,"returnMoves":1,"attritionTrapped":0,"attritionFleeing":0,"transitRazed":0,"transitCapped":0,"arrivedIntoCrisis":0,"refugeesQueued":29,"refugeesSettled":27},"civs":{"0":{"pop":466,"settlements":29,"gold":21724,"resettling":0},"2":{"pop":76,"settlements":7,"gold":550,"resettling":0},"4":{"pop":154,"settlements":10,"gold":515,"resettling":0},"6":{"pop":117,"settlements":8,"gold":2718,"resettling":0},"7":{"pop":141,"settlements":10,"gold":730,"resettling":1},"8":{"pop":111,"settlements":8,"gold":166,"resettling":0},"9":{"pop":86,"settlements":7,"gold":186,"resettling":0}},"cfg":{"poachBlock":18,"crisisEscapeBonus":7,"antiDrainWeight":12,"internalBonus":12,"askRefugees":true,"askMigrant
