[2026-09-18 20:57:26]	[EmigProbe] shell attached 
[2026-09-18 20:57:27]	[EmigProbe] shell query complete 
[2026-09-18 20:57:27]	[EmigProbe] shell found EmigPromo106.Civ7Save turn 106 age AGE_EXPLORATION missingMods=0 unowned=0 
[2026-09-18 20:57:27]	[EmigProbe] shell handleLoadSave returned true 
[2026-09-18 20:57:45]	[EmigTest] modtest158 attached 
[2026-09-18 20:58:07]	[EmigTest] POPUP dismissing screen-tech-civic-complete 
[2026-09-18 20:58:09]	[EmigTest] SCENE host=Washington, D.C. origin=2 CIVILIZATION_BULGARIA majors=["2:CIVILIZATION_BULGARIA","4:CIVILIZATION_NORMAN","6:CIVILIZATION_SONGHAI","7:CIVILIZATION_MING","8:CIVILIZATION_CHOLA","9:CIVILIZATION_SENGOKU"] 
[2026-09-18 20:58:24]	[EmigTest] refugee fired=true 
[2026-09-18 20:58:27]	[EmigTest] refugee title="Refugees at the Border" buttons=["Welcome them in: [icon:YIELD_POPULATION] +1, [icon:YIELD_GOLD] -30, [icon:YIELD_HAPPINESS] -10","Settle the frontier: [icon:YIELD_POPULATION] +1, [icon:YIELD_GOLD] -15","Turn them away: [icon:YIELD_DIPLOMACY] -20"] rect=[1136,610,607,580] viewport=2880x1800 
[2026-09-18 20:58:27]	[EmigTest] SHOT refugee 
[2026-09-18 20:58:36]	[EmigTest] refugee clearing dialog "Refugees at the Border" 
[2026-09-18 20:58:42]	[EmigTest] newcomer title="Refugees in Washington, D.C." buttons=["Choose where they settle","Let the city settle them","Later"] rect=[1135,618,609,565] viewport=2880x1800 
[2026-09-18 20:58:42]	[EmigTest] SHOT newcomer 
[2026-09-18 20:58:51]	[EmigTest] newcomer clearing dialog "Refugees in Washington, D.C." 
[2026-09-18 20:58:53]	[EmigTest] callhome real points=3 (live) 
[2026-09-18 20:58:57]	[EmigTest] callhome title="Call our people back from abroad" buttons=["Call one home for [icon:YIELD_GOLD] 270","Call 2 home for [icon:YIELD_GOLD] 764","Call 3 home for [icon:YIELD_GOLD] 1,403","Call one home for [icon:YIELD_DIPLOMACY] 54","Call 2 home for [icon:YIELD_DIPLOMACY] 153","Call 3 home for [icon:YIELD_DIPLOMACY] 281","Leave them where they are"] rect=[1115,382,650,1035] viewport=2880x1800 
[2026-09-18 20:58:57]	[EmigTest] SHOT callhome 
[2026-09-18 20:59:06]	[EmigTest] callhome clearing dialog "Call our people back from abroad" 
[2026-09-18 20:59:11]	[EmigTest] stance title="The Bulgar Enclave" buttons=["Learn their horsemanship: [icon:YIELD_SCIENCE] +1040, [icon:YIELD_GOLD] -1515","Tax their trade: [icon:YIELD_GOLD] +1135","Let them be"] rect=[1124,565,632,670] viewport=2880x1800 
[2026-09-18 20:59:11]	[EmigTest] SHOT stance 
[2026-09-18 20:59:20]	[EmigTest] stance clearing dialog "The Bulgar Enclave" 
[2026-09-18 20:59:23]	[EmigTest] DONE modtest158 finished 
