[2026-09-18 19:24:10]	[EmigProbe] shell attached 
[2026-09-18 19:24:11]	[EmigProbe] shell query complete 
[2026-09-18 19:24:12]	[EmigProbe] shell found AugustusExp66.Civ7Save turn 66 age AGE_EXPLORATION missingMods=0 unowned=0 
[2026-09-18 19:24:12]	[EmigProbe] shell handleLoadSave returned true 
[2026-09-18 19:24:30]	[EmigTest] modtest152 attached 
[2026-09-18 19:24:45]	[EmigTest] modtest152 run local=0 turn=66 emigrationBooted=object YieldTypes=["NO_YIELD","YIELD_CULTURE","YIELD_DIPLOMACY","YIELD_FOOD","YIELD_GOLD","YIELD_HAPPINESS","YIELD_PRODUCTION","YIELD_SCIENCE"] 
[2026-09-18 19:24:51]	[EmigTest] CITIES ["C=London","T=Leeds"] of 29 
[2026-09-18 19:24:51]	[EmigTest] API Players fns[0] get getAlive getAliveBarbarianIds getAliveHumanIds getAliveHumans getAliveIds getAliveIndependentIds getAliveMajorIds getAliveMinorIds getEverAlive getFavoredWonders getNumAliveHumans getNumWasEverAliveMajors getWasEverAliveIds getWasEverAliveMajorIds getWasEverAliveMinorIds grantCultureSlot grantGreatWork grantInventoryItem grantNuclearWeapon grantYield increaseMaxTradeDistance isAI isAlive isHuman isObserver isParticipant isValid restorMaxTradeDistance wasEverAlive 
[2026-09-18 19:24:51]	[EmigTest] API Players WRITE-LIKE ["grantCultureSlot","grantGreatWork","grantInventoryItem","grantNuclearWeapon","grantYield"] 
[2026-09-18 19:24:51]	[EmigTest] API player fns[0] getCityStateCityStateType getProperty isDistantLands 
[2026-09-18 19:24:51]	[EmigTest] API player WRITE-LIKE [] 
[2026-09-18 19:24:51]	[EmigTest] API player.Stats fns[0] getBarbarianCampsCleared getBarbariansKilled getBestUnitOfDomain getBestUnitWithTagAndDomain getBuildingYields getCityYields getCityYieldsForType getHighestDistrictYield getImprovementYields getLifetimeYield getMaxBombardStrengthTrained getMaxMeleeStrengthTrained getMaxRangedStrengthTrained getMetCityStateWarCounts getMetOtherPlayerPlotFeatureRemovedCount getMilitaryStrength getNetYield getNumBeliefsInReligion getNumCitiesFollowingReligion getNumCitiesOnLandmassOfSize getNumCombatUnits getNumConqueredSettlements getNumConstructiblesOfType getNumDistrictWithXValue getNumDistrictsCompleted getNumDistrictsFollowingReligion getNumDistrictsOfType getNumFollowers getNumForeignCitiesFollowingReligion getNumForeignFollowers getNumGreatPeopleEarned getNumHolySitesFollowingReligion getNumImprovementsOfType getNumIndependentsDispersed getNumLandUnits 
[2026-09-18 19:24:51]	[EmigTest] API player.Stats fns[1] getNumMyCitiesFollowingSpecificReligion getNumNaturalWondersFollowingReligion getNumNavalUnits getNumNavalUnitsInDistantLands getNumOwnedCoastalLandTiles getNumOwnedTiles getNumProjectsAdvanced getNumReligiousUnits getNumTechNodesCompleted getNumUniqueDistrictsCompleted getNumUnitsConstructed getNumUnitsOfType getNumUnpillagedImprovements getNumWMDsOfType getNumWonders getNumWondersFollowingReligion getOtherPlayerKnownWMDCount getPopulationYields getTotalAssignedResources getTotalGreatWorksSlotted getWMDCityHits getYields getYieldsForType hasNaturalWonderArtifact 
[2026-09-18 19:24:51]	[EmigTest] API player.Stats WRITE-LIKE [] 
[2026-09-18 19:24:51]	[EmigTest] API player.Treasury fns[0] changeGoldBalance getMaintenanceForAllUnitsOfType getMaintenancePercentForAllUnitsOfType 
[2026-09-18 19:24:51]	[EmigTest] API player.Treasury WRITE-LIKE ["changeGoldBalance"] 
[2026-09-18 19:24:51]	[EmigTest] API player.DiplomacyTreasury fns[0] changeDiplomacyBalance 
[2026-09-18 19:24:51]	[EmigTest] API player.DiplomacyTreasury WRITE-LIKE ["changeDiplomacyBalance"] 
[2026-09-18 19:24:51]	[EmigTest] API player.Happiness fns[0] canChoose getCurrentGoldenAge getGoldenAgeDuration getGoldenAgeTurnsLeft getTraditionSlotSwapCost isInGoldenAge purchaseTraditionSlotSwap startGoldenAge 
[2026-09-18 19:24:51]	[EmigTest] API player.Happiness WRITE-LIKE [] 
[2026-09-18 19:24:51]	[EmigTest] API player.Techs fns[0] getAllAvailableNodeTypes getLastCompletedNodeType getNodeCost getNodeUnlockDepthsRemaining getNumTechsUnlocked getResearched getResearching getTargetNode getTreeType getTurnsForNode getTurnsLeft isNodeUnlocked 
[2026-09-18 19:24:51]	[EmigTest] API player.Techs WRITE-LIKE [] 
