[2026-09-16 09:42:20]	[EmigProbe] shell attached 
[2026-09-16 09:42:21]	[EmigProbe] shell query complete 
[2026-09-16 09:42:21]	[EmigProbe] shell found AugustusExp66.Civ7Save turn 66 age AGE_EXPLORATION missingMods=0 unowned=0 
[2026-09-16 09:42:21]	[EmigProbe] shell handleLoadSave returned true 
[2026-09-16 09:42:39]	[EmigTest] modtest107 attached 
[2026-09-16 09:42:56]	[EmigTest] modtest107 run local=0 
[2026-09-16 09:42:56]	[EmigTest] START sources=0 withPressure=0 mine=0 minePositive=0 maxAny=0.00 (0.0% of bar 30) maxMine=0.00 (0.0%) top=[] 
[2026-09-16 09:43:27]	[EmigTest] T n=1 sources=76 withPressure=50 mine=29 minePositive=23 maxAny=6.69 (22.3% of bar 30) maxMine=5.81 (19.4%) top=[{"k":"7:65536","owner":7,"p":6.6911204348081075,"cp":0},{"k":"9:65536","owner":9,"p":6.641898455609114,"cp":0},{"k":"0:327684","owner":0,"p":5.808873452926481,"cp":0},{"k":"8:327684","owner":8,"p":5.7603855491867595,"cp":0}] 
[2026-09-16 09:43:56]	[EmigTest] T n=2 sources=76 withPressure=53 mine=29 minePositive=24 maxAny=13.20 (44.0% of bar 30) maxMine=11.37 (37.9%) top=[{"k":"9:65536","owner":9,"p":13.202710105353265,"cp":0},{"k":"7:65536","owner":7,"p":12.577841117193458,"cp":0},{"k":"0:327684","owner":0,"p":11.367605832806351,"cp":0},{"k":"0:1769498","owner":0,"p":11.196168976336217,"cp":0}] 
[2026-09-16 09:44:23]	[EmigTest] T n=3 sources=76 withPressure=57 mine=29 minePositive=26 maxAny=19.98 (66.6% of bar 30) maxMine=18.26 (60.9%) top=[{"k":"7:65536","owner":7,"p":19.98457731557319,"cp":0},{"k":"0:327684","owner":0,"p":18.25717546643896,"cp":0},{"k":"7:196610","owner":7,"p":17.510493820239184,"cp":0},{"k":"9:65536","owner":9,"p":17.29539508785349,"cp":0}] 
[2026-09-16 09:44:55]	[EmigTest] T n=4 sources=76 withPressure=59 mine=29 minePositive=26 maxAny=27.39 (91.3% of bar 30) maxMine=25.16 (83.9%) top=[{"k":"7:65536","owner":7,"p":27.38928447688449,"cp":0},{"k":"0:327684","owner":0,"p":25.163040024384713,"cp":0},{"k":"7:196610","owner":7,"p":24.290536032535496,"cp":0},{"k":"8:65536","owner":8,"p":21.901171707194663,"cp":0}] 
[2026-09-16 09:45:22]	[EmigTest] T n=5 sources=76 withPressure=56 mine=29 minePositive=25 maxAny=27.98 (93.3% of bar 30) maxMine=27.71 (92.4%) top=[{"k":"7:458758","owner":7,"p":27.976278650616543,"cp":0},{"k":"0:131073","owner":0,"p":27.712157465150693,"cp":0},{"k":"8:65536","owner":8,"p":27.334962431218578,"cp":0},{"k":"7:524295","owner":7,"p":27.14182996376005,"cp":0}] 
[2026-09-16 09:45:45]	[EmigTest] T n=6 sources=76 withPressure=46 mine=29 minePositive=22 maxAny=29.34 (97.8% of bar 30) maxMine=29.34 (97.8%) top=[{"k":"0:1048591","owner":0,"p":29.336454527785317,"cp":0},{"k":"9:65536","owner":9,"p":28.48206314359672,"cp":0},{"k":"0:458758","owner":0,"p":26.602297542221013,"cp":0},{"k":"0:589832","owner":0,"p":26.36579210368015,"cp":0}] 
[2026-09-16 09:46:12]	[EmigTest] T n=7 sources=76 withPressure=44 mine=29 minePositive=21 maxAny=29.83 (99.4% of bar 30) maxMine=29.83 (99.4%) top=[{"k":"0:458758","owner":0,"p":29.833287736472208,"cp":0},{"k":"0:589832","owner":0,"p":29.000963081191564,"cp":0},{"k":"0:917517","owner":0,"p":28.698719588145597,"cp":0},{"k":"0:262147","owner":0,"p":28.114395504079198,"cp":0}] 
[2026-09-16 09:46:38]	[EmigTest] T n=8 sources=76 withPressure=39 mine=29 minePositive=17 maxAny=29.70 (99.0% of bar 30) maxMine=29.70 (99.0%) top=[{"k":"0:1703961","owner":0,"p":29.70024067506194,"cp":0},{"k":"0:589832","owner":0,"p":29.305076835673194,"cp":0},{"k":"2:65536","owner":2,"p":29.29363525772769,"cp":0},{"k":"0:983054","owner":0,"p":28.688372083850734,"cp":0}] 
[2026-09-16 09:47:03]	[EmigTest] T n=9 sources=76 withPressure=32 mine=29 minePositive=13 maxAny=29.92 (99.7% of bar 30) maxMine=29.92 (99.7%) top=[{"k":"0:589832","owner":0,"p":29.917696081007136,"cp":0},{"k":"0:393221","owner":0,"p":28.841412278931763,"cp":0},{"k":"0:655369","owner":0,"p":26.807293849957276,"cp":0},{"k":"0:524295","owner":0,"p":25.655848447457597,"cp":0}] 
[2026-09-16 09:47:28]	[EmigTest] T n=10 sources=76 withPressure=31 mine=29 minePositive=11 maxAny=28.59 (95.3% of bar 30) maxMine=28.59 (95.3%) top=[{"k":"0:655369","owner":0,"p":28.59411152415491,"cp":0},{"k":"0:1376276","owner":0,"p":27.595909181006444,"cp":0},{"k":"7:655369","owner":7,"p":27.397811567597074,"cp":0},{"k":"0:524295","owner":0,"p":26.602816159768498,"cp":0}] 
